C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_54_492.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_54_492.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_54_492.jpg, 0, 0, 0, 0.000115194
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_54_592.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_54_592.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_54_592.jpg, 0, 0, 0, 6.939353E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_54_693.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_54_693.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_54_693.jpg, 0, 0, 0, 6.187723E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_54_794.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_54_794.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_54_794.jpg, 0, 0, 0, 6.212454E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_54_893.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_54_893.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_54_893.jpg, 0, 0, 0, 0.0001112486
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_54_994.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_54_994.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_54_994.jpg, 0, 0, 0, 0.0001081846
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_095.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_095.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_095.jpg, 0, 0, 0, 0.0001252928
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_195.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_195.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_195.jpg, 0, 0, 0, 6.113636E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_296.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_296.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_296.jpg, 0, 0, 0, 6.168817E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_396.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_396.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_396.jpg, 0, 0, 0, 0.0001018863
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_497.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_497.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_497.jpg, 0, 0, 0, 6.801953E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_597.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_597.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_597.jpg, 0, 0, 0, 9.436536E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_697.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_697.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_697.jpg, 0, 0, 0, 6.773947E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_799.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_799.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_799.jpg, 0, 0, 0, 6.377483E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_899.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_899.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_899.jpg, 0, 0, 0, 0.0001101832
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_55_999.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_55_999.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_55_999.jpg, 0, 0, 0, 8.603895E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_56_100.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_56_100.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_56_100.jpg, 0, 0, 0, 8.633477E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_56_201.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_56_201.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_56_201.jpg, 0, 0, 0, 6.463058E-05
C:\Users\Goodness\Desktop\Data\IMG\center_2022_05_27_13_52_56_302.jpg, C:\Users\Goodness\Desktop\Data\IMG\left_2022_05_27_13_52_56_302.jpg, C:\Users\Goodness\Desktop\Data\IMG\right_2022_05_27_13_52_56_302.jpg, 0, 0, 0, 6.781959E-05
